type,name,height,base,t_w,t_f,r_1,r_2,a,a_vz,a_vy,i_y,i_z,i_t,i_w,w_el_y,w_el_z,w_pl_y,w_pl_z
CAE,CAE150x10,0.15,0.15,0.01,0.01,0.016,0.008,0.00292747,0.0015,0.0015,0.00000624,0.00000624,0.0000000967,0,0.0000832,0.0000832,0.0000832,0.0000832
CAE,CAE150x12,0.15,0.15,0.012,0.012,0.016,0.008,0.00348347,0.0018,0.0018,0.00000737,0.00000737,0.000000166,0,0.0000983,0.0000983,0.0000983,0.0000983
CAE,CAE150x14,0.15,0.15,0.014,0.014,0.016,0.008,0.00403147,0.0021,0.0021,0.00000845,0.00000845,0.000000262,0,0.00011272,0.00011272,0.00011272,0.00011272
CAE,CAE150x15,0.15,0.15,0.015,0.015,0.016,0.008,0.00430247,0.00225,0.00225,0.00000898,0.00000898,0.000000321,0,0.000119746666667,0.000119746666667,0.000119746666667,0.000119746666667
CAE,CAE150x18,0.15,0.15,0.018,0.018,0.016,0.008,0.00510347,0.0027,0.0027,0.0000105,0.0000105,0.000000548,0,0.00014,0.00014,0.00014,0.00014
CAE,CAE180x18,0.18,0.18,0.018,0.018,0.018,0.009,0.00619077,0.00324,0.00324,0.0000187,0.0000187,0.000000665,0,0.000207333333333,0.000207333333333,0.000207333333333,0.000207333333333
CAE,CAE180x20,0.18,0.18,0.02,0.02,0.018,0.018,0.0068348,0.0036,0.0036,0.0000191,0.0000191,0.000000951,0,0.000212666666667,0.000212666666667,0.000212666666667,0.000212666666667
CAE,CAE200x18,0.2,0.2,0.018,0.018,0.018,0.009,0.00691077,0.0036,0.0036,0.000026,0.000026,0.000000743,0,0.00026,0.00026,0.00026,0.00026
CAE,CAE200x20,0.2,0.2,0.02,0.02,0.018,0.009,0.00763477,0.004,0.004,0.0000285,0.0000285,0.00000101,0,0.000285,0.000285,0.000285,0.000285
CAE,CAE200x24,0.2,0.2,0.024,0.024,0.018,0.009,0.00905877,0.0048,0.0048,0.0000333,0.0000333,0.00000207,0,0.0003331,0.0003331,0.0003331,0.0003331
CAE,CAE20x3,0.02,0.02,0.003,0.003,0.004,0.002,0.000112717,0.00006,0.00006,0.0000000039,0.0000000039,0.000000000333,0,0.00000039,0.00000039,0.00000039,0.00000039
CAE,CAE25x3,0.025,0.025,0.003,0.003,0.004,0.002,0.000142717,0.000075,0.000075,0.000000008,0.000000008,0.000000000423,0,0.00000064,0.00000064,0.00000064,0.00000064
CAE,CAE30x3,0.03,0.03,0.003,0.003,0.005,0.0025,0.000173683,0.00009,0.00009,0.000000014,0.000000014,0.000000000513,0,0.000000933,0.000000933,0.000000933,0.000000933
CAE,CAE30x4,0.03,0.03,0.004,0.004,0.005,0.0025,0.000226683,0.00012,0.00012,0.000000018,0.000000018,0.00000000119,0,0.0000012,0.0000012,0.0000012,0.0000012
CAE,CAE35x3,0.035,0.035,0.003,0.003,0.005,0.0025,0.0002037,0.000105,0.000105,0.0000000232,0.0000000232,0.000000000603,0,0.00000133,0.00000133,0.00000133,0.00000133
CAE,CAE35x3.5,0.035,0.035,0.0035,0.0035,0.004,0.002,0.000235433,0.0001225,0.0001225,0.0000000266,0.0000000266,0.00000000095,0,0.00000152,0.00000152,0.00000152,0.00000152
CAE,CAE35x4,0.035,0.035,0.004,0.004,0.005,0.0025,0.000266683,0.00014,0.00014,0.0000000295,0.0000000295,0.00000000141,0,0.00000169,0.00000169,0.00000169,0.00000169
CAE,CAE40x3,0.04,0.04,0.003,0.003,0.005,0.0025,0.000234863,0.00012,0.00012,0.0000000349,0.0000000349,0.000000000693,0,0.00000175,0.00000175,0.00000175,0.00000175
CAE,CAE40x4,0.04,0.04,0.004,0.004,0.006,0.003,0.000307863,0.00016,0.00016,0.0000000447,0.0000000447,0.00000000162,0,0.00000224,0.00000224,0.00000224,0.00000224
CAE,CAE40x5,0.04,0.04,0.005,0.005,0.006,0.003,0.000378863,0.0002,0.0002,0.0000000543,0.000000054,0.00000000313,0,0.00000272,0.0000027,0.00000272,0.0000027
CAE,CAE45x3,0.045,0.045,0.003,0.003,0.005,0.0025,0.000266258,0.000135,0.000135,0.0000000505,0.0000000505,0.000000000783,0,0.00000224,0.00000224,0.00000224,0.00000224
CAE,CAE45x4,0.045,0.045,0.004,0.004,0.006,0.003,0.000349258,0.00018,0.00018,0.000000065,0.000000065,0.00000000183,0,0.00000289,0.00000289,0.00000289,0.00000289
CAE,CAE45x4.5,0.045,0.045,0.0045,0.0045,0.007,0.0035,0.000390008,0.0002025,0.0002025,0.0000000715,0.0000000715,0.0000000026,0,0.00000318,0.00000318,0.00000318,0.00000318
CAE,CAE45x5,0.045,0.045,0.005,0.005,0.007,0.0035,0.000430258,0.000225,0.000225,0.0000000784,0.0000000784,0.00000000354,0,0.00000348,0.00000348,0.00000348,0.00000348
CAE,CAE50x3,0.05,0.05,0.003,0.003,0.005,0.0025,0.000296258,0.00015,0.00015,0.0000000701,0.0000000701,0.000000000873,0,0.0000028,0.0000028,0.0000028,0.0000028
CAE,CAE50x4,0.05,0.05,0.004,0.004,0.006,0.003,0.000389258,0.0002,0.0002,0.0000000905,0.0000000905,0.00000000205,0,0.00000362,0.00000362,0.00000362,0.00000362
CAE,CAE50x5,0.05,0.05,0.005,0.005,0.007,0.0035,0.000480258,0.00025,0.00025,0.00000011,0.00000011,0.00000000396,0,0.00000438,0.00000438,0.00000438,0.00000438
CAE,CAE50x6,0.05,0.05,0.006,0.006,0.007,0.0035,0.000569258,0.0003,0.0003,0.000000128,0.000000128,0.00000000677,0,0.00000512,0.00000514,0.00000512,0.00000514
CAE,CAE50x7,0.05,0.05,0.007,0.007,0.007,0.0035,0.000656258,0.00035,0.00035,0.000000146,0.000000146,0.0000000106,0,0.00000584,0.00000584,0.00000584,0.00000584
CAE,CAE60x4,0.06,0.06,0.004,0.004,0.008,0.004,0.000470867,0.00024,0.00024,0.000000158,0.000000158,0.00000000247,0,0.00000526,0.00000526,0.00000526,0.00000526
CAE,CAE60x5,0.06,0.06,0.005,0.005,0.008,0.004,0.000581867,0.0003,0.0003,0.000000194,0.000000194,0.00000000479,0,0.00000646,0.00000646,0.00000646,0.00000646
CAE,CAE60x6,0.06,0.06,0.006,0.006,0.008,0.004,0.000690867,0.00036,0.00036,0.000000228,0.000000228,0.00000000821,0,0.0000076,0.0000076,0.0000076,0.0000076
CAE,CAE60x8,0.06,0.06,0.008,0.008,0.008,0.004,0.000902867,0.00048,0.00048,0.000000292,0.000000292,0.0000000191,0,0.00000972,0.00000972,0.00000972,0.00000972
CAE,CAE70x5,0.07,0.07,0.005,0.005,0.009,0.0045,0.000683691,0.00035,0.00035,0.000000312,0.000000312,0.00000000563,0,0.00000892,0.00000892,0.00000892,0.00000892
CAE,CAE70x6,0.07,0.07,0.006,0.006,0.009,0.0045,0.000812691,0.00042,0.00042,0.000000369,0.000000369,0.00000000965,0,0.0000105,0.0000105,0.0000105,0.0000105
CAE,CAE70x7,0.07,0.07,0.007,0.007,0.009,0.0045,0.000939691,0.00049,0.00049,0.000000423,0.000000423,0.0000000152,0,0.0000121,0.0000121,0.0000121,0.0000121
CAE,CAE80x5.5,0.08,0.08,0.0055,0.0055,0.01,0.005,0.00086048,0.00044,0.00044,0.000000515,0.000000515,0.00000000857,0,0.0000129,0.0000129,0.0000129,0.0000129
CAE,CAE80x6.5,0.08,0.08,0.0065,0.0065,0.01,0.005,0.00100848,0.00052,0.00052,0.0000006,0.0000006,0.0000000141,0,0.000015,0.000015,0.000015,0.000015
CAE,CAE80x8,0.08,0.08,0.008,0.008,0.01,0.005,0.00122673,0.00064,0.00064,0.000000723,0.000000723,0.0000000259,0,0.0000181,0.0000181,0.0000181,0.0000181
CAE,CAE90x6,0.09,0.09,0.006,0.006,0.011,0.0055,0.00105698,0.00054,0.00054,0.000000803,0.000000803,0.0000000125,0,0.0000178,0.0000178,0.0000178,0.0000178
CAE,CAE90x7,0.09,0.09,0.007,0.007,0.011,0.0055,0.00122398,0.00063,0.00063,0.000000926,0.000000926,0.0000000198,0,0.0000206,0.0000206,0.0000206,0.0000206
CAE,CAE90x9,0.09,0.09,0.009,0.009,0.011,0.0055,0.00155198,0.00081,0.00081,0.00000116,0.00000116,0.0000000416,0,0.0000257,0.0000257,0.0000257,0.0000257
